business_id,name,city,state,stars,review_count,aspect,biz_avg_aspect_stars,biz_avg_aspect_confidence
-9yzQQ0d_rcOD2CzdTNO_Q,McDonald's,New Orleans,LA,2.0,20.0,food,2.583333333333333,0.5552680666248003
-9yzQQ0d_rcOD2CzdTNO_Q,McDonald's,New Orleans,LA,2.0,20.0,service,2.4166666666666665,0.5409722154339155
-ATiAtTikuGuqvaW2O6tNA,Marathon,Philadelphia,PA,3.5,593.0,ambiance,4.0,0.546175858626763
-ATiAtTikuGuqvaW2O6tNA,Marathon,Philadelphia,PA,3.5,593.0,food,3.6167432246210383,0.5328915202430705
-ATiAtTikuGuqvaW2O6tNA,Marathon,Philadelphia,PA,3.5,593.0,price,3.441269841269841,0.5350023593694445
-ATiAtTikuGuqvaW2O6tNA,Marathon,Philadelphia,PA,3.5,593.0,service,3.5246885899352267,0.5279957228489165
-AYNJCQci8Tn0y0B_z1PAQ,IN Self Storage - Tucson,Tucson,AZ,3.5,11.0,price,1.5,0.4203438907861709
-AYNJCQci8Tn0y0B_z1PAQ,IN Self Storage - Tucson,Tucson,AZ,3.5,11.0,service,1.0,0.7820883989334106
-AhpS4MUSdYWg8SwZpV6eA,Tokyo Express,Edmonton,AB,2.5,9.0,food,2.425,0.5097789593040943
-AhpS4MUSdYWg8SwZpV6eA,Tokyo Express,Edmonton,AB,2.5,9.0,price,2.0,0.420480728149414
-AhpS4MUSdYWg8SwZpV6eA,Tokyo Express,Edmonton,AB,2.5,9.0,service,2.5,0.4367142990231514
-AjSXsdPtBhWl0kY1-QsoA,Optilife Chiropractic,Tampa,FL,5.0,30.0,ambiance,5.0,0.8232883214950562
-AjSXsdPtBhWl0kY1-QsoA,Optilife Chiropractic,Tampa,FL,5.0,30.0,service,4.672222222222222,0.5420053510202302
-AnhOOC-KXKNUT-ksYY9sw,Crème de la Crème,Sherwood Park,AB,5.0,6.0,price,4.5,0.5874279588460922
-B7E8MFb47FoGcp25lXgxw,Joe's Grille,Indianapolis,IN,4.0,35.0,ambiance,4.166666666666667,0.4779314373930295
-B7E8MFb47FoGcp25lXgxw,Joe's Grille,Indianapolis,IN,4.0,35.0,food,3.840909090909091,0.5859047028151425
-B7E8MFb47FoGcp25lXgxw,Joe's Grille,Indianapolis,IN,4.0,35.0,price,4.208333333333333,0.5824568731089433
-B7E8MFb47FoGcp25lXgxw,Joe's Grille,Indianapolis,IN,4.0,35.0,service,4.145833333333333,0.5646814325203499
-BDSQ7COGF0tcbWJRkTIZw,Volkswagen Of North Nashville,Nashville,TN,2.5,45.0,food,4.0,0.5636736154556274
-BDSQ7COGF0tcbWJRkTIZw,Volkswagen Of North Nashville,Nashville,TN,2.5,45.0,price,4.0,0.3666171729564667
-BDSQ7COGF0tcbWJRkTIZw,Volkswagen Of North Nashville,Nashville,TN,2.5,45.0,service,3.1111111111111107,0.4430821306175656
-BLhAShTxDVYHjmDaAV0Tg,Deans Electrical Service,Tampa,FL,4.5,15.0,service,5.0,0.8672229051589966
-BhSR6dAry5-2x3ndjX_9w,Meister's Barber Shop,Philadelphia,PA,4.0,79.0,ambiance,4.461538461538462,0.5635386453225062
-BhSR6dAry5-2x3ndjX_9w,Meister's Barber Shop,Philadelphia,PA,4.0,79.0,food,4.25,0.4476308822631836
-BhSR6dAry5-2x3ndjX_9w,Meister's Barber Shop,Philadelphia,PA,4.0,79.0,price,3.576923076923077,0.5613799221240557
-BhSR6dAry5-2x3ndjX_9w,Meister's Barber Shop,Philadelphia,PA,4.0,79.0,service,4.416666666666667,0.6676721163094044
-CLLdRWg2JJ6QUVj33HYNg,Smilie's Restaurant,Harahan,LA,2.0,28.0,ambiance,2.0,0.4788817465305328
-CLLdRWg2JJ6QUVj33HYNg,Smilie's Restaurant,Harahan,LA,2.0,28.0,food,2.8379629629629632,0.4858028869524046
-CLLdRWg2JJ6QUVj33HYNg,Smilie's Restaurant,Harahan,LA,2.0,28.0,price,2.3166666666666664,0.5127802073955536
-CLLdRWg2JJ6QUVj33HYNg,Smilie's Restaurant,Harahan,LA,2.0,28.0,service,2.3,0.5142248566334063
-CRjqZ4GxZ6lIa_qMj7-yw,Spring Chinese Restaurant,Philadelphia,PA,3.5,58.0,ambiance,4.0,0.580551877617836
-CRjqZ4GxZ6lIa_qMj7-yw,Spring Chinese Restaurant,Philadelphia,PA,3.5,58.0,food,3.261904761904762,0.5412598450978597
-CRjqZ4GxZ6lIa_qMj7-yw,Spring Chinese Restaurant,Philadelphia,PA,3.5,58.0,price,3.2142857142857144,0.5084908338529723
-CRjqZ4GxZ6lIa_qMj7-yw,Spring Chinese Restaurant,Philadelphia,PA,3.5,58.0,service,1.6666666666666667,0.6170063689351082
-D6e48MuV3X_8WovFoOvUQ,JOANN Fabrics and Crafts,North Wales,PA,2.0,9.0,service,2.3333333333333335,0.5413533200820287
-DI-vf2wcsalEH1zuaHmyw,Roadrunner Hostel,Tucson,AZ,3.5,22.0,ambiance,4.0,0.5990525186061859
-DI-vf2wcsalEH1zuaHmyw,Roadrunner Hostel,Tucson,AZ,3.5,22.0,food,4.0,0.5472019910812378
-DI-vf2wcsalEH1zuaHmyw,Roadrunner Hostel,Tucson,AZ,3.5,22.0,price,4.0,0.6672399938106537
-DI-vf2wcsalEH1zuaHmyw,Roadrunner Hostel,Tucson,AZ,3.5,22.0,service,4.001785714285714,0.5509018815166894
-DXNvQLhKwunHzg8OjkwXA,Northeast Auto Service,Indianapolis,IN,4.5,54.0,price,4.102564102564103,0.565675295316256
-DXNvQLhKwunHzg8OjkwXA,Northeast Auto Service,Indianapolis,IN,4.5,54.0,service,4.666666666666667,0.6401555339495341
-D_InZvA0lq497RtoNxofw,Mr Baja Fish,Tucson,AZ,4.5,9.0,food,4.833333333333333,0.6776667336622874
-D_InZvA0lq497RtoNxofw,Mr Baja Fish,Tucson,AZ,4.5,9.0,price,3.5,0.3186253905296325
-D_InZvA0lq497RtoNxofw,Mr Baja Fish,Tucson,AZ,4.5,9.0,service,4.75,0.6294500753283501
-D_L4GHXJQvy2wv0RkrupA,Church's Chicken,St. Louis,MO,2.5,21.0,food,3.5833333333333335,0.4984368073443571
-D_L4GHXJQvy2wv0RkrupA,Church's Chicken,St. Louis,MO,2.5,21.0,price,3.0,0.5034889727830887
-D_L4GHXJQvy2wv0RkrupA,Church's Chicken,St. Louis,MO,2.5,21.0,service,3.3333333333333335,0.7889576951662699
-Dz1MEmeOI6YEtJyFuydiA,Treasures,Santa Barbara,CA,1.0,9.0,price,1.5,0.541997417807579
-Dz1MEmeOI6YEtJyFuydiA,Treasures,Santa Barbara,CA,1.0,9.0,service,1.0,0.8740610480308533
-FHt-PZFMRBVG8STQilEew,Motovelo / Boise Electric Bikes,Boise,ID,4.5,6.0,service,3.0,0.3564849197864532
-Fka99c-tJ-epWYNIobqyQ,Pizza Mizza,Santa Barbara,CA,3.5,169.0,ambiance,3.928571428571429,0.5903816904340472
-Fka99c-tJ-epWYNIobqyQ,Pizza Mizza,Santa Barbara,CA,3.5,169.0,food,3.7159391534391535,0.5769458765883452
-Fka99c-tJ-epWYNIobqyQ,Pizza Mizza,Santa Barbara,CA,3.5,169.0,price,3.1604938271604937,0.5264832798713519
-Fka99c-tJ-epWYNIobqyQ,Pizza Mizza,Santa Barbara,CA,3.5,169.0,service,3.658192090395481,0.5690896571692774
-H6s1c2NRic5UKxXqi4FdQ,Bagelicious and More,Brandon,FL,3.5,7.0,food,3.1666666666666665,0.616650249560674
-H6s1c2NRic5UKxXqi4FdQ,Bagelicious and More,Brandon,FL,3.5,7.0,price,3.0,0.3964010924100876
-H6s1c2NRic5UKxXqi4FdQ,Bagelicious and More,Brandon,FL,3.5,7.0,service,3.5,0.429424300789833
-HMt-jXxUNBIkO8IUOtE-g,Uncle Andy's Ice Cream Parlor,St Pete Beach,FL,4.0,43.0,ambiance,5.0,0.6004035274187723
-HMt-jXxUNBIkO8IUOtE-g,Uncle Andy's Ice Cream Parlor,St Pete Beach,FL,4.0,43.0,food,4.398809523809524,0.5324038990906307
-HMt-jXxUNBIkO8IUOtE-g,Uncle Andy's Ice Cream Parlor,St Pete Beach,FL,4.0,43.0,price,3.4285714285714284,0.6010440247399467
-HMt-jXxUNBIkO8IUOtE-g,Uncle Andy's Ice Cream Parlor,St Pete Beach,FL,4.0,43.0,service,3.8333333333333335,0.5908264095584552
-HUDQ5eek6Edz3zuNrE4jw,Staybridge Suites New Orleans French Qtr/Dwtn,New Orleans,LA,3.0,112.0,ambiance,1.0,0.4291321337223053
-HUDQ5eek6Edz3zuNrE4jw,Staybridge Suites New Orleans French Qtr/Dwtn,New Orleans,LA,3.0,112.0,food,3.21,0.5457449385523796
-HUDQ5eek6Edz3zuNrE4jw,Staybridge Suites New Orleans French Qtr/Dwtn,New Orleans,LA,3.0,112.0,price,3.15,0.5395446417232355
-HUDQ5eek6Edz3zuNrE4jw,Staybridge Suites New Orleans French Qtr/Dwtn,New Orleans,LA,3.0,112.0,service,3.122764227642276,0.5258524840440207
-HWc5-NQLKBIIlBcDMfKCw,Pizza Hut,Tampa,FL,2.5,19.0,food,2.8777777777777778,0.511382629805141
-HWc5-NQLKBIIlBcDMfKCw,Pizza Hut,Tampa,FL,2.5,19.0,service,3.0,0.6396259367465973
-IVVkCDU6E-WOBJvt9FveQ,Sansum Clinic Obstetrics & Gynecology,Santa Barbara,CA,2.5,17.0,service,1.0,0.5542495250701904
-IZjxag2sgJSWWzbV-2JkA,Cecil Creek Farm,Mickleton,NJ,4.0,14.0,ambiance,4.0,0.4036607146263122
-IZjxag2sgJSWWzbV-2JkA,Cecil Creek Farm,Mickleton,NJ,4.0,14.0,food,4.833333333333334,0.6488389670848846
-IZjxag2sgJSWWzbV-2JkA,Cecil Creek Farm,Mickleton,NJ,4.0,14.0,price,2.0,0.5685968399047852
-IZjxag2sgJSWWzbV-2JkA,Cecil Creek Farm,Mickleton,NJ,4.0,14.0,service,5.0,0.5888625383377075
-If0ps0QhOLCYVWQWs9RYg,Maple Street Patisserie,New Orleans,LA,3.5,171.0,ambiance,3.5714285714285716,0.467001416853496
-If0ps0QhOLCYVWQWs9RYg,Maple Street Patisserie,New Orleans,LA,3.5,171.0,food,3.685416666666667,0.520384490887324
-If0ps0QhOLCYVWQWs9RYg,Maple Street Patisserie,New Orleans,LA,3.5,171.0,price,2.747826086956522,0.4921119634224021
-If0ps0QhOLCYVWQWs9RYg,Maple Street Patisserie,New Orleans,LA,3.5,171.0,service,3.414835164835165,0.5439576208182089
-Ijm5ICZUZffTo3iumczrw,MedExpress Urgent Care,Largo,FL,2.5,39.0,ambiance,5.0,0.5435304045677185
-Ijm5ICZUZffTo3iumczrw,MedExpress Urgent Care,Largo,FL,2.5,39.0,price,1.75,0.5618512332439423
-Ijm5ICZUZffTo3iumczrw,MedExpress Urgent Care,Largo,FL,2.5,39.0,service,4.166666666666667,0.5704494027627839
-J-Ue2JzFqYpu2XdTboMzw,The Office,Saint Louis,MO,2.0,5.0,food,3.0,0.5818920135498047
-J-Ue2JzFqYpu2XdTboMzw,The Office,Saint Louis,MO,2.0,5.0,price,3.5,0.495827242732048
-J-Ue2JzFqYpu2XdTboMzw,The Office,Saint Louis,MO,2.0,5.0,service,3.0,0.5818920135498047
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,Dublin,PA,4.0,96.0,ambiance,4.0,0.5817891110976537
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,Dublin,PA,4.0,96.0,food,3.849637681159421,0.5619169476887454
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,Dublin,PA,4.0,96.0,price,3.1842105263157894,0.4642216665180106
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,Dublin,PA,4.0,96.0,service,3.556666666666666,0.5909244627753893
-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,Chesterfield,MO,4.5,158.0,ambiance,4.578947368421052,0.5330912298277805
-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,Chesterfield,MO,4.5,158.0,food,3.927330650570087,0.5571435939558076
-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,Chesterfield,MO,4.5,158.0,price,3.625,0.5567412383854389
-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,Chesterfield,MO,4.5,158.0,service,4.105376344086022,0.6027031535663272
-K_FDDqmOt6hJLTOPgpnlA,Fazoli's,Saint Charles,MO,2.5,32.0,food,4.035714285714286,0.5246440906609807
-K_FDDqmOt6hJLTOPgpnlA,Fazoli's,Saint Charles,MO,2.5,32.0,price,3.75,0.5495765954256058
-K_FDDqmOt6hJLTOPgpnlA,Fazoli's,Saint Charles,MO,2.5,32.0,service,3.2666666666666666,0.5791406293710073
-LA43tgCUKqAX4ws4cIz6g,Sweet Charlie's,Tampa,FL,4.5,37.0,food,5.0,0.6692213863134384
-LA43tgCUKqAX4ws4cIz6g,Sweet Charlie's,Tampa,FL,4.5,37.0,service,4.5,0.6708201617002487
-Lfib0jjHweCly1-FLM_og,Sidelines Grill,Ashland City,TN,3.0,39.0,ambiance,3.444444444444444,0.542721281449
-Lfib0jjHweCly1-FLM_og,Sidelines Grill,Ashland City,TN,3.0,39.0,food,3.7708333333333335,0.5194524498449431
-Lfib0jjHweCly1-FLM_og,Sidelines Grill,Ashland City,TN,3.0,39.0,price,3.6666666666666665,0.5348436137040457
-Lfib0jjHweCly1-FLM_og,Sidelines Grill,Ashland City,TN,3.0,39.0,service,3.939393939393939,0.5858497233553366
-LgWuUKKPhwp0wr6qJ0DAA,Campbell House Museum,Saint Louis,MO,4.5,35.0,ambiance,4.0,0.3757571280002594
-LgWuUKKPhwp0wr6qJ0DAA,Campbell House Museum,Saint Louis,MO,4.5,35.0,price,2.75,0.3857028409838676
-LgWuUKKPhwp0wr6qJ0DAA,Campbell House Museum,Saint Louis,MO,4.5,35.0,service,2.0,0.3700321018695831
-LmhsdQproqCf5EQoD06rQ,The Fat ChickeN,Philadelphia,PA,4.5,10.0,ambiance,4.0,0.3318807184696197
-LmhsdQproqCf5EQoD06rQ,The Fat ChickeN,Philadelphia,PA,4.5,10.0,food,4.025,0.3795843288302421
-LmhsdQproqCf5EQoD06rQ,The Fat ChickeN,Philadelphia,PA,4.5,10.0,price,4.0,0.4003193974494934
-Lz1eG1xyHk634wVzBD83g,Sweetheart Cupcakes,Plainfield,IN,3.5,19.0,food,2.961111111111111,0.4815017725030581
-Lz1eG1xyHk634wVzBD83g,Sweetheart Cupcakes,Plainfield,IN,3.5,19.0,price,2.7857142857142856,0.5056373987879071
-Lz1eG1xyHk634wVzBD83g,Sweetheart Cupcakes,Plainfield,IN,3.5,19.0,service,4.0,0.5354160815477371
-M21d-vRVRaTyVywy8x-Ag,west elm,Saint Louis,MO,3.5,20.0,ambiance,3.833333333333333,0.4285188814004262
-M21d-vRVRaTyVywy8x-Ag,west elm,Saint Louis,MO,3.5,20.0,price,2.0,0.4084973037242889
-M21d-vRVRaTyVywy8x-Ag,west elm,Saint Louis,MO,3.5,20.0,service,2.833333333333333,0.4193184028069178
-MXWHvyw73IDWzIrpGqkpA,Captain Al's,Saint Petersburg,FL,3.0,7.0,food,3.011111111111111,0.4688511179553138
-MXWHvyw73IDWzIrpGqkpA,Captain Al's,Saint Petersburg,FL,3.0,7.0,price,1.75,0.4596227556467056
-MXWHvyw73IDWzIrpGqkpA,Captain Al's,Saint Petersburg,FL,3.0,7.0,service,2.944444444444444,0.550797270403968
-McT2dWG_uKAEkyVqZaUOw,Tire Mania Auto Repair,Tampa,FL,3.5,7.0,price,5.0,0.7087231278419495
-McT2dWG_uKAEkyVqZaUOw,Tire Mania Auto Repair,Tampa,FL,3.5,7.0,service,4.333333333333333,0.6821832458178202
-MnKKFnVjphA-yUzIMv0ew,Mazfresco Market,Nashville,TN,4.5,19.0,ambiance,5.0,0.554940938949585
-MnKKFnVjphA-yUzIMv0ew,Mazfresco Market,Nashville,TN,4.5,19.0,food,4.229166666666667,0.5067074056714773
